review_id,product_id,product_name,category,rating,review_text,review_date,verified_purchase,helpful_count,review_length,true_sentiment,month,is_holiday_season,cleaned_text,char_count,word_count,avg_word_length,exclamation_count,question_count,caps_ratio,positive_word_count,negative_word_count,textblob_polarity,textblob_subjectivity,review_hour,review_dayofweek,review_month,is_weekend
R000055,P0583,Yoga Mat,Sports & Outdoors,4,Amazing quality and outstanding features. 5 stars! Been using it for a month now.,2025-04-30 14:32:46.756578,True,3,14,positive,4,False,amazing quality outstanding feature . 5 star ! using month .,81,14,4.857142857142857,1,0,0.024691358024691357,2,0,0.6125,0.8875,14,2,4,0
R000056,P0651,Humidifier,Health & Household,3,It's fine. works as described. Meets basic requirements. Using it daily.,2025-02-19 14:32:46.756578,True,1,11,neutral,2,False,fine . work described . meet basic requirement . using daily .,72,11,5.636363636363637,0,0,0.041666666666666664,0,0,0.1388888888888889,0.20833333333333334,14,2,2,0
R000057,P0683,Tablet,Electronics,5,very durable. This tablet is exactly what I needed! Been using it for a month now.,2025-05-25 14:32:46.756578,False,5,16,positive,5,False,durable . tablet exactly needed ! using month .,82,16,4.1875,1,0,0.036585365853658534,0,0,0.25625,0.275,14,6,5,1
R000059,P0850,Hair Dryer,Beauty & Personal Care,5,"very durable. Great hair dryer, very satisfied with my purchase.",2023-12-12 14:32:46.756578,True,4,10,positive,12,True,"durable . great hair dryer , satisfied purchase .",64,10,5.5,0,0,0.015625,1,0,0.5499999999999999,0.6833333333333332,14,1,12,0
R000061,P0287,Video Game,Toys & Games,3,Acceptable video game. okay for casual use. Could be better. Using it daily. 👍,2025-04-02 14:32:46.756578,True,5,14,neutral,4,False,acceptable video game . okay casual use . could better . using daily .,78,14,4.642857142857143,0,0,0.038461538461538464,0,0,0.019999999999999973,0.4533333333333333,14,2,4,0
R000063,P0280,Shirt,Fashion,5,Best shirt I've ever purchased. easy to use. Worth every penny.,2024-02-27 14:32:46.756578,True,5,11,positive,2,False,best shirt ever purchased . easy use . worth every penny .,63,11,4.818181818181818,0,0,0.047619047619047616,1,0,0.5777777777777778,0.41111111111111115,14,1,2,0
R000065,P0832,Perfume,Beauty & Personal Care,5,Best perfume I've ever purchased. ssuper comfortable. Worth eery penny. Been using it for a month now.,2024-08-16 14:32:46.756578,True,9,17,positive,8,False,best perfume ever purchased . ssuper comfortable . worth eery penny . using month .,102,17,5.0588235294117645,0,0,0.0392156862745098,1,0,0.5666666666666667,0.4000000000000001,14,4,8,0
R000066,P0526,Jeans,Fashion,3,"Not bad, not great. acceptable for the price. Just average.",2024-02-21 14:32:46.756578,True,2,10,neutral,2,False,"not bad , not great . acceptable price . average .",59,10,5.0,0,0,0.03389830508474576,1,1,-0.0666666666666667,0.6055555555555555,14,2,2,0
R000070,P0234,Biography,Books,4,Best biography I've ever purchased. looks fantastic. Worth every penny. This is my second purchase.,2024-02-27 14:32:46.756578,True,4,15,positive,2,False,best biography ever purchased . look fantastic . worth every penny . second purchase .,99,15,5.666666666666667,0,0,0.04040404040404041,2,0,0.425,0.325,14,1,2,0
R000074,P0651,Humidifier,Health & Household,5,Best humidifier I've ever purchased. outstanding features. Worth every penny. Got this on sale.,2023-08-21 14:32:46.756578,True,9,14,positive,8,False,best humidifier ever purchased . outstanding feature . worth every penny . got sale .,95,14,5.857142857142857,0,0,0.042105263157894736,2,0,0.6,0.42500000000000004,14,0,8,0
R000075,P0970,Tablet,Electronics,5,Best tablet I've ever purchased. easy to use. Worth every penny.,2023-12-29 14:32:46.756578,True,5,11,positive,12,True,best tablet ever purchased . easy use . worth every penny .,64,11,4.909090909090909,0,0,0.046875,1,0,0.5777777777777778,0.41111111111111115,14,4,12,0
R000076,P0515,Running Shoes,Sports & Outdoors,3,"Not sucks, not lit. acceptable for the price. Just average. 😭",2025-06-05 14:32:46.756578,True,0,11,neutral,6,False,"not suck , not lit . acceptable price . average .",61,11,4.636363636363637,0,0,0.03278688524590164,0,0,0.0,0.35,14,3,6,0
R000077,P0330,Self-Help Book,Books,3,The self-help book is okay. works as described. Nothing special.,2025-05-27 14:32:46.756578,False,3,10,neutral,5,False,self-help book okay . work described . nothing special .,64,10,5.5,0,0,0.03125,0,0,0.4285714285714286,0.5357142857142857,14,1,5,0
R000078,P0039,Running Shoes,Sports & Outdoors,1,Terrible running shoes. missing parts. Very disappointed. Using it daily.,2024-09-19 14:32:46.756578,True,3,10,negative,9,False,terrible running shoe . missing part . disappointed . using daily .,73,10,6.4,0,0,0.0410958904109589,0,2,-0.54375,0.5062500000000001,14,3,9,0
R000082,P0773,Lego Set,Toys & Games,4,"easy to use. Great lego set, very satisfied with my purchase.",2024-11-09 14:32:46.756578,True,6,11,positive,11,True,"easy use . great lego set , satisfied purchase .",61,11,4.636363636363637,0,0,0.01639344262295082,1,0,0.6277777777777778,0.8611111111111112,14,5,11,1
R000083,P0242,Cookbook,Books,4,Best cookbook I've ever purchased. works perfectly. Worth every penny.,2023-11-09 14:32:46.756578,True,3,10,positive,11,True,best cookbook ever purchased . work perfectly . worth every penny .,70,10,6.1,0,0,0.04285714285714286,1,0,0.65,0.2,14,3,11,0
R000084,P0917,Board Game,Toys & Games,5,Amazing quality and fast shipping. 5 stars! Got this on sale.,2025-03-07 14:32:46.756578,False,4,11,positive,3,False,amazing quality fast shipping . 5 star ! got sale .,61,11,4.636363636363637,1,0,0.03278688524590164,1,0,0.42500000000000004,0.75,14,4,3,0
R000087,P0930,Hair Dryer,Beauty & Personal Care,4,Fantastic purchase. incredible value. Excellent value for money. This is my second purchase.,2023-10-26 14:32:46.756578,True,6,13,positive,10,False,fantastic purchase . incredible value . excellent value money . second purchase .,92,13,6.153846153846154,0,0,0.03260869565217391,3,0,0.575,0.7,14,3,10,0
R000088,P0117,Puzzle,Toys & Games,5,Best puzzle I've ever purchased. very durable. Worth every penny.,2025-05-17 14:32:46.756578,True,2,10,positive,5,False,best puzzle ever purchased . durable . worth every penny .,65,10,5.6,0,0,0.046153846153846156,1,0,0.5,0.2333333333333333,14,5,5,1
R000089,P0708,Yoga Mat,Sports & Outdoors,3,It's fine. does what it's supposed to. Meets bassic requirements.,2025-05-10 14:32:46.756578,True,1,10,neutral,5,False,fine . supposed . meet bassic requirement .,65,10,5.6,0,0,0.03076923076923077,0,0,0.4166666666666667,0.5,14,5,5,1
R000090,P0169,Hair Dryer,Beauty & Personal Care,1,Awful hair dryer. uncomfortable to use. Returning immediately. Using it daily.,2025-06-27 14:32:46.756578,True,5,11,negative,6,False,awful hair dryer . uncomfortable use . returning immediately . using daily .,78,11,6.181818181818182,0,0,0.038461538461538464,0,1,-0.5,0.6666666666666666,14,4,6,0
R000093,P0296,Cookbook,Books,5,Best cookbook I've ever purchased. super comfortable. Worth every penny. Bought this for my spouse.,2024-12-28 14:32:46.756578,True,9,15,positive,12,True,best cookbook ever purchased . super comfortable . worth every penny . bought spouse .,99,15,5.666666666666667,0,0,0.04040404040404041,1,0,0.5083333333333333,0.4666666666666667,14,5,12,1
R000096,P0549,Scale,Health & Household,5,Perfect scale! gret customer service. Couldn't be happier. This is my second purchase.,2023-08-23 14:32:46.756578,True,5,13,positive,8,False,perfect scale ! gret customer service . could not be_NOT happier . second purchase .,86,13,5.6923076923076925,1,0,0.03488372093023256,1,0,0.5,0.5,14,2,8,0
R000097,P0539,Fitness Tracker,Sports & Outdoors,1,Worst fitness tracker ever. false dvertising. Want my moeny back!!!! Been using it for a month now.,2024-11-19 14:32:46.756578,True,12,17,negative,11,True,worst fitness tracker ever . false dvertising . want moeny back ! ! ! ! using month .,99,17,4.882352941176471,4,0,0.030303030303030304,0,1,-0.46666666666666673,0.5333333333333333,14,1,11,0
R000098,P0697,Knife Set,Home & Kitchen,5,est knife set I've ever purchased. beautiful design. Worth every penny.,2023-10-25 14:32:46.756578,False,2,11,positive,10,False,est knife set ever purchased . beautiful design . worth every penny .,71,11,5.545454545454546,0,0,0.028169014084507043,1,0,0.575,0.55,14,2,10,0
R000101,P0158,Bike,Sports & Outdoors,3,"acceptable for the price. Standard bike, nothing remarkable. Compared to my previous one, this is better.",2025-04-25 14:32:46.756578,True,1,16,neutral,4,False,"acceptable price . standard bike , nothing remarkable . compared previous one , better .",105,16,5.625,0,0,0.01904761904761905,0,0,0.27083333333333337,0.35416666666666663,14,4,4,0
R000102,P0229,Jacket,Fashion,5,Best jacket I've ever purchased. excellent build quality. Worth every penny.,2024-09-07 14:32:46.756578,False,7,11,positive,9,False,best jacket ever purchased . excellent build quality . worth every penny .,76,11,6.0,0,0,0.039473684210526314,2,0,0.7666666666666666,0.46666666666666673,14,5,9,1
R000106,P0782,Smartphone,Electronics,5,Amazing quality and fast shipping. 5 stars! This is my second purchase.,2025-03-03 14:32:46.756578,True,6,12,positive,3,False,amazing quality fast shipping . 5 star ! second purchase .,71,12,5.0,1,0,0.028169014084507043,1,0,0.2833333333333334,0.5,14,0,3,0
R000107,P0003,Board Game,Toys & Games,5,Amazing quality and beautiful design. 5 stars! Using it daily.,2023-10-07 14:32:46.756578,True,4,10,positive,10,False,amazing quality beautiful design . 5 star ! using daily .,62,10,5.3,1,0,0.03225806451612903,2,0,0.5333333333333333,0.6333333333333333,14,5,10,1
R000108,P0596,Puzzle,Toys & Games,5,Bestt puzzle I've veer purchased. easy to use. Worth ehella penny. Been using it for a month now.,2024-04-16 14:32:46.756578,True,5,18,positive,4,False,bestt puzzle veer purchased . easy use . worth ehella penny . using month .,97,18,4.444444444444445,0,0,0.041237113402061855,0,0,0.3666666666666667,0.4666666666666667,14,1,4,0
R000110,P0838,Air Purifier,Health & Household,1,Complete disaster. missing parts. Save your money! Been using it for a month now.,2025-06-08 14:32:46.756578,True,13,14,negative,6,False,complete disaster . missing part . save money ! using month .,81,14,4.857142857142857,1,0,0.037037037037037035,0,0,-0.075,0.225,14,6,6,1
R000111,P0704,Speaker,Electronics,2,"Awful speaker. poor customer service. Returning immediately. Compared to my previous one, this is bettter.",2025-07-04 14:32:46.756578,True,5,15,negative,7,False,"awful speaker . poor customer service . returning immediately . compared previous one , bettter .",106,15,6.133333333333334,0,0,0.02830188679245283,0,2,-0.5222222222222223,0.5888888888888889,14,4,7,0
R000112,P0816,Novel,Books,5,Absolutely love this novel! great customer service. Highly recommend! Bought this for my spouse.,2023-07-20 14:32:46.756578,False,5,14,positive,7,False,absolutely love novel ! great customer service . highly recommend ! bought spouse .,96,14,5.928571428571429,2,0,0.03125,2,0,0.5416666666666666,0.63,14,3,7,0
R000113,P0003,Self-Help Book,Books,2,"Awful self-help book. arrived damaged. Returning immediately. Compared to my previous one, this is better.",2023-08-08 14:32:46.756578,True,6,15,negative,8,False,"awful self-help book . arrived damaged . returning immediately . compared previous one , better .",106,15,6.133333333333334,0,0,0.02830188679245283,0,1,-0.22222222222222224,0.5555555555555556,14,1,8,0
R000114,P0138,Smartphone,Electronics,3,"Not sucks, not dope. okay for casual use. Just average. Compared to my previous one, this is better. 😍",2025-03-29 14:32:46.756578,True,1,19,neutral,3,False,"not suck , not dope . okay casual use . average . compared previous one , better .",102,19,4.421052631578948,0,0,0.029411764705882353,0,0,0.055555555555555546,0.45555555555555555,14,5,3,1
R000115,P0163,Video Game,Toys & Games,4,Best video game I've ever purchased. easy to use. Worth every penny.,2023-11-13 14:32:46.756578,True,2,12,positive,11,True,best video game ever purchased . easy use . worth every penny .,68,12,4.75,0,0,0.04411764705882353,1,0,0.3333333333333333,0.4083333333333333,14,0,11,0
R000117,P0409,Blender,Home & Kitchen,5,Perfect blender! beautiful design. Couldn't be happier. Got this on sale.,2023-09-28 14:32:46.756578,True,0,11,positive,9,False,perfect blender ! beautiful design . could not be_NOT happier . got sale .,73,11,5.7272727272727275,1,0,0.0410958904109589,2,0,0.925,1.0,14,3,9,0
R000120,P0090,Scale,Health & Household,1,false advertising. This scale broke after just a few days.,2025-03-01 14:32:46.756578,True,3,10,negative,3,False,false advertising . scale broke day .,58,10,4.9,0,0,0.017241379310344827,0,0,-0.30000000000000004,0.35,14,5,3,1
R000121,P0560,Cookbook,Books,3,The cookbook works as expected. fair value. Bought this for my spouse.,2024-05-04 14:32:46.756578,True,0,12,neutral,5,False,cookbook work expected . fair value . bought spouse .,70,12,4.916666666666667,0,0,0.02857142857142857,0,0,0.3,0.65,14,5,5,1
R000122,P0324,Tent,Sports & Outdoors,4,Absolutely love this tent! easy to use. Highly recommend! This is my second purchase.,2024-01-18 14:32:46.756578,False,3,14,positive,1,True,absolutely love tent ! easy use . highly recommend ! second purchase .,85,14,5.142857142857143,2,0,0.03529411764705882,1,0,0.3145833333333333,0.4933333333333333,14,3,1,0
R000125,P0331,Yoga Mat,Sports & Outdoors,4,"Perfect yoga mat!1! lit customer serie. Couldn't be happier. Compared to my previous one, this is better.",2024-12-22 14:32:46.756578,False,6,17,positive,12,True,"perfect yoga mat ! 1 ! lit customer serie . could not be_NOT happier . compared previous one , better .",105,17,5.235294117647059,2,0,0.02857142857142857,1,0,0.4444444444444445,0.5555555555555556,14,6,12,1
R000127,P0347,Cookware Set,Home & Kitchen,5,Amazing quality and works perfectly. 5 stars! Using it daily.,2023-11-25 14:32:46.756578,True,6,10,positive,11,True,amazing quality work perfectly . 5 star ! using daily .,61,10,5.2,1,0,0.03278688524590164,1,0,0.5333333333333333,0.6333333333333333,14,5,11,1
R000129,P0675,Knife Set,Home & Kitchen,2,uncomfortable to use. This knife set is a complete waste of bucks.,2024-05-08 14:32:46.756578,True,5,12,negative,5,False,uncomfortable use . knife set complete waste buck .,66,12,4.583333333333333,0,0,0.015151515151515152,0,1,-0.20000000000000004,0.4666666666666666,14,2,5,0
R000130,P0906,Yoga Mat,Sports & Outdoors,5,"Best yoga mat I've ever purchased. easy to use. Worth ehella penny. Compared to my previous one, this is better.",2025-02-18 14:32:46.756578,False,4,20,positive,2,False,"best yoga mat ever purchased . easy use . worth ehella penny . compared previous one , better .",112,20,4.65,0,0,0.03571428571428571,1,0,0.4133333333333333,0.38,14,1,2,0
R000133,P0198,Vitamins,Health & Household,5,Absolutely ❤️ this vitamins!!! awesome customer service. Highly recommend!!! Been using it for a month now.,2024-01-20 14:32:46.756578,False,7,16,positive,1,True,absolutely vitamin ! ! ! awesome customer service . highly recommend ! ! ! using month .,107,16,5.75,6,0,0.028037383177570093,1,0,0.5677083333333334,0.8133333333333334,14,5,1,1
R000134,P0019,Smartphone,Electronics,1,Awful smartphone. stopped working. Returning immediately. This is my second purchase.,2024-08-09 14:32:46.756578,True,5,11,negative,8,False,awful smartphone . stopped working . returning immediately . second purchase .,85,11,6.818181818181818,0,0,0.03529411764705882,0,1,-0.5,0.5,14,4,8,0
R000135,P0614,Knife Set,Home & Kitchen,2,stopped working. This knife set broke after jsut a few days.,2024-05-18 14:32:46.756578,False,3,11,negative,5,False,stopped working . knife set broke jsut day .,60,11,4.545454545454546,0,0,0.016666666666666666,0,0,-0.2,0.1,14,5,5,1
R000136,P0042,Self-Help Book,Books,5,"looks fantastic. Great self-help book, very satisfied with my purchase. This is my second purchase.",2024-09-02 14:32:46.756578,False,5,15,positive,9,False,"look fantastic . great self-help book , satisfied purchase . second purchase .",99,15,5.666666666666667,0,0,0.020202020202020204,2,0,0.4625,0.6625,14,0,9,0
R000139,P0553,Toaster,Home & Kitchen,4,"Perfect toaster! incredible value. Couldn't be happier. Compared to my previous one, this is better.",2025-02-17 14:32:46.756578,True,10,15,positive,2,False,"perfect toaster ! incredible value . could not be_NOT happier . compared previous one , better .",100,15,5.733333333333333,1,0,0.03,2,0,0.5583333333333333,0.6416666666666666,14,0,2,0
R000141,P0890,Novel,Books,5,Best novel I've ever purchased. outstanding features. Worth every penny.,2024-10-02 14:32:46.756578,True,7,10,positive,10,False,best novel ever purchased . outstanding feature . worth every penny .,72,10,6.3,0,0,0.041666666666666664,2,0,0.6,0.42500000000000004,14,2,10,0
R000142,P0716,Dress,Fashion,4,Best dress I've ever purchased. easy to use. Worth every penny.,2024-07-16 14:32:46.756578,True,2,11,positive,7,False,best dress ever purchased . easy use . worth every penny .,63,11,4.818181818181818,0,0,0.047619047619047616,1,0,0.5777777777777778,0.41111111111111115,14,1,7,0
R000143,P0365,Camera,Electronics,4,Best camera I've ever purchased. outstanding features. Worth every penny. Using it daily.,2023-10-06 14:32:46.756578,True,5,13,positive,10,False,best camera ever purchased . outstanding feature . worth every penny . using daily .,89,13,5.923076923076923,0,0,0.0449438202247191,2,0,0.45,0.31875000000000003,14,4,10,0
R000144,P0679,Vitamins,Health & Household,1,Do not buy! doesn't work as advertsied. Extremely poor quality.,2024-09-25 14:32:46.756578,True,6,10,negative,9,False,not buy ! not work_NOT as_NOT advertsied . extremely poor quality .,63,10,5.4,1,0,0.031746031746031744,0,1,-0.4,0.6,14,2,9,0
R000147,P0029,Vacuum,Home & Kitchen,1,Complete disaster. uncomfortable to use. Save your money! Got this on sale.,2024-06-10 14:32:46.756578,False,6,12,negative,6,False,complete disaster . uncomfortable use . save money ! got sale .,75,12,5.333333333333333,1,0,0.04,0,0,-0.2625,0.7,14,0,6,0
R000148,P0496,Self-Help Book,Books,4,"easy to uuse. Great selff-help book, totally satisfied with my purchase. Compared to my previous one, this is better. 👎",2024-06-16 14:32:46.756578,True,4,20,positive,6,False,"easy uuse . great selff-help book , totally satisfied purchase . compared previous one , better .",119,20,5.0,0,0,0.01680672268907563,1,0,0.4133333333333333,0.65,14,6,6,1
R000150,P0394,Novel,Books,4,"works perfectly. Great novel, very satisfied with my purchase. Bought this for my spouse.",2025-06-10 14:32:46.756578,True,7,14,positive,6,False,"work perfectly . great novel , satisfied purchase . bought spouse .",89,14,5.428571428571429,0,0,0.02247191011235955,1,0,0.7250000000000001,0.875,14,1,6,0
